supplier code,BI number,Raw material description SAP,Supplier/Other material name,supplier name
22574,695052,"Mixture of foam destroying polymers, silicone free ",BYK-1794 170KG 1A1,BLAGDEN SPECIALTY CHEMICALS LTD
2258481,621168,Calcium Nitrate Solution 50% ,50% Calcium Nitrate,Yara Australia Pty Ltd.
22587,258932,"Sulfonic acids, C10-21-alkane, Ph esters",Mesamoll,AZELIS UK LTD
22587,258932,Mesamoll,Mesamoll,AZELIS UK LTD
2262364,151978,Acronal S 400 ap ,Acronal S 400 ap 235KG 1H1,BASF INDIA LIMITED
2262364,151978,Acronal S 400 ap 235KG 1H1,Acronal S 400 ap 235KG 1H1,BASF INDIA LIMITED
2262364,194694,Styrofan ID 603 ap ,Styrofan ID 603 ap,BASF INDIA LIMITED
2262364,194694,Styrofan ID 603 ap,Styrofan ID 603 ap,BASF INDIA LIMITED
2262364,493195,DISPONIL A 1080 ,Dispex Ultra FA 4480 220KG 1H1,BASF INDIA LIMITED
2262667,274497,"Cement, portland, chemicals ","Portlandcement ??? I 52,5N",AO EVROCEMENT grup
2262667,274497,"Portlandcement ??? I 52,5N","Portlandcement ??? I 52,5N",AO EVROCEMENT grup
226341,14839,Diethylene glycol 200KG 1H1,Diethylene glycol 200KG 1H1,"OQEMA, s.r.o."
226341,25885,Phosphoric acid 65 - 85% ,Phosphoric acid 75% 30KG 3H1,"OQEMA, s.r.o."
226341,25885,Phosphoric acid 75% 30KG 3H1,Phosphoric acid 75% 30KG 3H1,"OQEMA, s.r.o."
226341,74827,Trisodium citrate dihydrate ,CITRAT TRISODNY F 3500 25KG,"OQEMA, s.r.o."
226341,86993,Rohagit SD 15 ,ROHAGIT SD 15 1000KG 31H1,"OQEMA, s.r.o."
226341,86993,ROHAGIT SD 15 1000KG 31H1,ROHAGIT SD 15 1000KG 31H1,"OQEMA, s.r.o."
226341,129890,"2-Propanol, 1-butoxy- ",DOWANOL PNB 1000KG 31HA1,"OQEMA, s.r.o."
226341,129890,DOWANOL PNB 1000KG 31HA1,DOWANOL PNB 1000KG 31HA1,"OQEMA, s.r.o."
226341,129927,1-(2-Butoxy-1-methylethoxy)propan-2-ol (NAM;BI),DOWANOL DPNB 950KG 31HA1,"OQEMA, s.r.o."
226341,129927,DOWANOL DPNB 950KG 31HA1,DOWANOL DPNB 950KG 31HA1,"OQEMA, s.r.o."
226341,129927,DOWANOL DPNB (EB) 190KG 1H1,DOWANOL DPNB 190KG 1H1,"OQEMA, s.r.o."
226341,137050,Monopropylenglycol tech. 215KG 1A1,Monopropylenglycol tech. 215KG 1A1,"OQEMA, s.r.o."
226341,274612,RHOXIMAT DF 770DD ,AXILAT DF 770 DD 25KG 5M2,"OQEMA, s.r.o."
226341,274612,AXILAT DF 770 DD 25KG 5M2,RHOXIMAT DF 770 DD 25KG 5M2,"OQEMA, s.r.o."
2266812,129440,"4,4'-Isopropylidenediphenol, oligomeric reactionproducts with 1-chloro-2,3-epoxypropane ",BPA EPOXY RESIN,"KUMHO P&B CHEMICALS, INC"
2266812,519092,EPOXY RESIN BE-188EL ,EPOXY RESIN BE-188EL 240KG 1A1,"KUMHO P&B CHEMICALS, INC"
2266812,717966,"bis[4-(2,3-epoxypropoxy)phenyl]propane (NAM;BI)",KER 828,"KUMHO P&B CHEMICALS, INC"
2266812,717966,"bis[4-(2,3-epoxypropoxy)phenyl]propane (NAM;BI)",KER 828 240KG 1A1,"KUMHO P&B CHEMICALS, INC"
22687,15582,Rheovis AS 1125 ,Rheovis AS 1125 1050KG 31HA1,BASF PLC
22687,15582,Rheovis AS 1125 1050KG 31HA1,Rheovis AS 1125 1050KG 31HA1,BASF PLC
22687,25779,Diethanolamin Lösung,Diethanolamine solution 1000kg 31HA 10,BASF PLC
22687,63745,IsoPMDI 92410 ,IsoPMDI 92410 1200KG 31HA1,BASF PLC
22687,63745,IsoPMDI 92410 1200KG 31HA1,IsoPMDI 92410 1200KG 31HA1,BASF PLC
22687,63745,IsoPMDI 92410 ,IsoPMDI 92410 250KG 1A1,BASF PLC
22687,63745,IsoPMDI 92410 250KG 1A1,IsoPMDI 92410 250KG 1A1,BASF PLC
22687,386230,Lupranat MX 125/1 ,Lupranat MX 125/1,BASF PLC
22687,386230,Lupranat MX 125/1,Lupranat MX 125/1,BASF PLC
22687,493682,APG 220 UP,Glucopon 215 UP 1000KG 31HA1,BASF PLC
22687,542625,Lupranat MX 126/1 ,Lupranat MX 126/1,BASF PLC
2271339,538490,"Kieselguhr, soda ash flux-calcined ",VULCASCOT FS 14,Vulcascot s.r.o.
2271770,228992,KAOLIN 20KG 5M2,KAOLIN 20KG 5M2,MIMSAN MIKRONIZE MADENLE
2271770,228992,Pulverized Hydrous Kaolin ,KAOLIN 20KG 5M2,MIMSAN MIKRONIZE MADENLER
2271770,981064,Kaolin ,KAOLIN EXTRA,MIMSAN MIKRONIZE MADENLER
2276861,322076,Titanium Dioxide Pretiox ,TITANDIOXIDE AC 03 25KG 5M1,LEARKA a.s.
2276861,322076,TITANDIOXIDE AC 03 25KG 5M1,TITANDIOXIDE AC 03 25KG 5M1,LEARKA a.s.
2276970,24096,CALCIUM HYDROXIDE CA(OH)2,CALCE IDRATA,FORNACI CALCE GRIGOLIN S
2276970,24096,Calcium dihydroxide ,CALCIUM HYDROXIDE CA(OH)2,FORNACI CALCE GRIGOLIN S.P.A.
22856,17589,CITRIC ACID MONO HYDRATE,CITRIC ACID MONO HYDRATE,Brenntag Schweizerhall A
22856,17589,Citric Acid monohydrate ,CITRIC ACID MONO HYDRATE,Brenntag Schweizerhall AG
22856,17759,SODIUM SULFATE WATERLESS 99.8% 25KG 5M1,"NATRIUMSULFAT WASSERFREI99,8% 25kg 5M1",Brenntag Schweizerhall A
22856,17759,"Sodium sulphate, anhydrous ",SODIUM SULFATE WATERLESS 99.8% 25KG 5M1,Brenntag Schweizerhall AG
22856,17832,SODIUM CHLORIDE 25KG 5H4,SODIUM CHLORIDE 25KG 5H4,Brenntag Schweizerhall A
22856,17832,Sodium chloride ,SODIUM CHLORIDE 25KG 5H4,Brenntag Schweizerhall AG
22856,18762,Butyldiglycolacetate ,BUTYLDIGLYCOL ACETATE,Brenntag Schweizerhall AG
22856,58890,SODIUM POLYPHOSPHATE 25KG 5H4,SODIUM POLYPHOSPHATE 25KG 5H4,Brenntag Schweizerhall A
22856,58890,Sodium Polymetaphosphate ,SODIUM POLYPHOSPHATE 25KG 5H4,Brenntag Schweizerhall AG
22856,58890,Sodium Polymetaphosphate ,SODIUM POLYPHOSPHATE,Brenntag Schweizerhall AG
22856,94719,Mixture of xylene and ethylbenzene ,XYLOL,Brenntag Schweizerhall AG
2286255,887971,Diutan Gum ,"GEOVIS XT 11,34KG 5M1",CP Kelco ApS
2286466,14507,DEWANIL WDS DOPP.KONZ. ,Loxanol MI 6840 110KG 1H2,DISTRIBUTION Y SERVICIOS LOGISTICOS
2288007,17646,Benzyl alcohol ,BENZYL ALCOHOL (EB),HUBEI GREENHOME MATERIALS
2288042,268045,Almandine (Al2Fe3(SiO4)3) (9CI) (NAM;BI),GARNET SAND 30X60,SARASWAT TRADING COMPANY
2288042,268045,GARNET SAND 30X60,GARNET SAND 30X60,SARASWAT TRADING COMPANY
2288146,258649,"Slags, ferrous metal, blast furnace ",pulverised slag,CAL.ME. S.P.A.
2288146,258649,pulverised slag,LOPPA MACINATA,CAL.ME. S.P.A.
2288228,250285,WHITE CEMENT ,52.5 Portland White Cement 50KG 5M2,"Shanghai Yinge Co.,Ltd"
2288228,250285,52.5 Portland White Cement 50KG 5M2,52.5 Portland White Cement 50KG 5M2,"Shanghai Yinge Co.,Ltd"
228970,20627,Metaupon OMT solid ,Metaupon OMT solid 25KG 5M1,Vantage Leuna GmbH
228970,20627,Metaupon OMT solid 25KG 5M1,Metaupon OMT fest 25KG 5M1,Vantage Leuna GmbH
228970,20627,Metaupon OMT solid 25KG 5M1,Metaupon OMT fest 25KG 5M1,Vantage Leuna GmbH
228970,296380,HORDAFLEX LC 50 ,RX071607 HORDAFLEX LC 50,Vantage Leuna GmbH
2292815,164324,Santicizer 261 A,Santicizer 261 A,Master Builders Solution
2300117,132872,"Lignosulfonic acid, sodium salt ",SODIUM LIGNOSULFONATE POWDER,ONEST TULTITLAN
2300117,269954,Portland Cement ,PORTLAND CEMENT CPC 40,ONEST TULTITLAN
2300265,45992,LITHIUM CARBONATE TECH,LITHIUM CARBONATE TECH,SHANGHAI RUI HONG CHEMIC
2300265,45992,Lithium carbonate ,LITHIUM CARBONATE TECH,SHANGHAI RUI HONG CHEMICAL
2300686,67238,BYK R 605,BYK R 605,KUNSHAN DAIQUAN REFINE C
2300686,67238,BYK-R 605 ,BYK R 605,KUNSHAN DAIQUAN REFINE CHEMICAL &
2300686,67680,BYK 9076 25KG 1A1,BYK 9076 25KG 1A1,KUNSHAN DAIQUAN REFINE C
2300686,67680,BYK 9076 ,BYK 9076 25KG 1A1,KUNSHAN DAIQUAN REFINE CHEMICAL &
2300686,67836,ANTI-TERRA 203 EB,ANTI-TERRA 203 EB,KUNSHAN DAIQUAN REFINE C
2300686,67836,ANTI-TERRA 203 ,ANTI-TERRA 203 EB,KUNSHAN DAIQUAN REFINE CHEMICAL &
2300686,127493,DISPERBYK 110 25KG 1A1,DISPERBYK 110 25KG 1A1,KUNSHAN DAIQUAN REFINE C
2300686,127493,Solution of a copolymer with acidic groups ,DISPERBYK 110 25KG 1A1,KUNSHAN DAIQUAN REFINE CHEMICAL &
2300686,236786,BYK 331 25KG 1A1,BYK 331 25KG 1A1,KUNSHAN DAIQUAN REFINE C
2300686,263965,DISPERBYK 2025,DISPERBYK 2025,KUNSHAN DAIQUAN REFINE C
2300686,264460,BYK A 530 (EB),BYK A 530 (EB),KUNSHAN DAIQUAN REFINE C
2300686,264460,BYK-A 530 ,BYK A 530 (EB),KUNSHAN DAIQUAN REFINE CHEMICAL &
2300686,264482,Byk-354 (EB),Byk-354 (EB),KUNSHAN DAIQUAN REFINE C
2300686,264482,BYK-354 ,Byk-354 (EB),KUNSHAN DAIQUAN REFINE CHEMICAL &
2300686,272660,BYK 320 (EB) 20KG 1A1,BYK 320 (EB) 20KG 1A1,KUNSHAN DAIQUAN REFINE C
2300686,272660,Solution of a polyether-modified polymethylalkylsiloxane ,BYK 320 (EB) 20KG 1A1,KUNSHAN DAIQUAN REFINE CHEMICAL &
2300686,937108,GARAMITE-7305 ,G 7305 10KG 5M1,KUNSHAN DAIQUAN REFINE CHEMICAL &
2300686,949656,BYK-1790 ,BYK-1790,KUNSHAN DAIQUAN REFINE CHEMICAL &
2300686,949656,BYK-1790 ,BYK-1790 20KG 1A1,KUNSHAN DAIQUAN REFINE CHEMICAL &
2300686,994203,BYK-399 ,BYK-399 25KG,KUNSHAN DAIQUAN REFINE CHEMICAL &
2301161,105915,Calcium Carbonate ,"Jura-Körnung 0,09 - 0,71mm",Karl Kraft
2301161,105915,"Jura-Körnung 0,09 - 0,71mm","Jura-Körnung 0,09 - 0,71mm",Karl Kraft
2301161,105915,Calcium Carbonate ,"Jura-Körnung 0,09 - 0,71mm 1000KG 13H2",Karl Kraft
2301161,105915,"Jura-Körnung 0,09 - 0,71mm 1000KG 13H2","Jura-Körnung 0,09 - 0,71mm 1000KG 13H2",Karl Kraft
2301161,105915,Calcium Carbonate ,"JURA-KÖRNUNG 0,71 - 1,2 MM 1000KG 13H2",Karl Kraft
2301161,105915,"JURA-KÖRNUNG 0,71 - 1,2 MM 1000KG 13H2","JURA-KÖRNUNG 0,71 - 1,2 MM 1000KG 13H2",Karl Kraft
2301161,105915,Calcium Carbonate ,"JURA-KÖRNUNG 0,09 – 1,2 MM P45",Karl Kraft
2302647,17610,RUTASOLV DI,RUTASOLV DI,SHENZHEN JIADIDA NEW MAT
2302647,17610,Bis(isopropyl)naphthalene (NAM;BI),RUTASOLV DI,SHENZHEN JIADIDA NEW MATERIAL
2302647,169013,Novares LA 300,Novares LA 300,SHENZHEN JIADIDA NEW MAT
2302647,169013,"Phenol, methylstyrenated ",Novares LA 300,SHENZHEN JIADIDA NEW MATERIAL
230604,582892,Synthalat A-TH 2104 ,Synthalat A-TH 2104,AKZO NOBEL POWDER COATINGS LTD
2309773,274639,"Formaldehyde, polymer with 2-(chloromethyl)oxirane and phenol (NAM;BI)",YDF-170 200KG DRUM,"Kukdo Chemical (Kunshan)Co,.Ltd"
2310185,268930,PEG OLEATE ,POLYTHYLENE GLYCOL 600 MONO OLEATE,VISWAAT CHEMICALS LTD
2310185,268930,POLYTHYLENE GLYCOL 600 MONO OLEATE,POLYTHYLENE GLYCOL 600 MONO OLEATE,VISWAAT CHEMICALS LTD
2310185,307575,POLYETHYLENE GLYCOL - PEG 400 ,PEG 400 - POLYETHYLENE GLYCOL,VISWAAT CHEMICALS LTD
2310185,307575,PEG 400 - POLYETHYLENE GLYCOL,PEG 400 - POLYETHYLENE GLYCOL,VISWAAT CHEMICALS LTD
2310185,9.6E+11,VISCFLOW VW 400,VISCFLOW VW 400,VISWAAT CHEMICALS LTD
2311924,17327,CAB-O-SIL M5 10KG 5M2,CAB-O-SIL M5 10KG 5M2,UNIVAR SOLUTIONS KIMYA S
2311924,17327,"Silica, amorphous, fumed, cryst.-free ",CAB-O-SIL M5 10KG 5M2,UNIVAR SOLUTIONS KIMYA SANAYI
2311924,17327,CABOSIL M5,CABOSIL M5,UNIVAR SOLUTIONS KIMYA S
2311924,17327,"Silica, amorphous, fumed, cryst.-free ",CABOSIL M5,UNIVAR SOLUTIONS KIMYA SANAYI
2311924,20755,ZINC OXIDE 25KG BAG,ZINC OXIDE 25KG BAG,UNIVAR SOLUTIONS KIMYA S
2311924,20755,Zinc Oxide ,ZINC OXIDE 25KG BAG,UNIVAR SOLUTIONS KIMYA SANAYI
2311924,53872,Dowanol PGDA,Dowanol PGDA,UNIVAR SOLUTIONS KIMYA S
2311924,53872,"1,2-Propanediol, diacetate ",Dowanol PGDA,UNIVAR SOLUTIONS KIMYA SANAYI
2311924,129440,BPA EPOXY RESIN,DER 331,UNIVAR SOLUTIONS KIMYA S
2311924,129440,"4,4'-Isopropylidenediphenol, oligomeric reactionproducts with 1-chloro-2,3-epoxypropane ",BPA EPOXY RESIN,UNIVAR SOLUTIONS KIMYA SANAYI
2311924,190529,DOWANOL PPH,DOWANOL PPH,UNIVAR SOLUTIONS KIMYA S
2311924,190529,1-Phenoxypropan-2-ol ,DOWANOL PPH,UNIVAR SOLUTIONS KIMYA SANAYI
2311924,237461,KISAMID 1043,DEH 4702,UNIVAR SOLUTIONS KIMYA S
2311924,237461,ANCAMINE 1618 ,KISAMID 1043,UNIVAR SOLUTIONS KIMYA SANAYI
2311924,274501,DISSOLVINE NA,DISSOLVINE NA,UNIVAR SOLUTIONS KIMYA S
2311924,274501,DISSOLVINE NA ,DISSOLVINE NA,UNIVAR SOLUTIONS KIMYA SANAYI
2312744,128428,Ti-Pure R-types ,WHITE INORGANIC RUTILE,Global International Trading (Shang
2312744,128428,WHITE INORGANIC RUTILE,??? CR828,Qunsheng international t
2312744,209328,Eastman TXIB Formulation Additive ,OPTIFILM ENHANCER 300 200kg 1A1,Global International Trading (Shang
2312744,209328,OPTIFILM ENHANCER 300 200kg 1A1,OPTIFILM ENHANCER 300 200kg 1A1,Qunsheng international t
231296,60662,"Hydrocarbons, C10-C13, n-alkanes, <2% aromatics ",N-PARAFFINE,BP Europa SE
231296,60662,N-PARAFFINE,N-PARAFFINE,BP Europa SE
2322351,238816,ZWL-II Sodium Naphth. Sulph. Wulong,ZWL-II Sodium Naphth. Sulph. Wulong,ZHEJIANG WULONG NEW MATE
2322351,238816,"Naphthalenesulfonic acids, reaction products with formaldehyde, sodium salts ",ZWL-II Sodium Naphth. Sulph. Wulong,ZHEJIANG WULONG NEW MATERIALS
2322351,268633,SODIUMNAPHTALENESULFONATE(P),SODIUMNAPHTALENESULFONATE(P),ZHEJIANG WULONG NEW MATE
2322351,268633,High Sulphate Na BNS powder ,SODIUMNAPHTALENESULFONATE(P),ZHEJIANG WULONG NEW MATERIALS
2322351,269110,SODIUM NAPHTHALENESULFONATE PWD 10 %,ZWL 10 %,ZHEJIANG WULONG NEW MATE
2322351,269110,SODIUM NAPHTHALENEFORMALDEHYDE SULFONATE CONDENSATE ,SODIUM NAPHTHALENESULFONATE PWD 10 %,ZHEJIANG WULONG NEW MATERIALS
2322690,259035,TARTARIC ACID,TARTARIC ACID,MULTICHEM SPECIALITIES P
2322690,259035,"Butanedioic acid, 2,3-dihydroxy-, racemic ",TARTARIC ACID,MULTICHEM SPECIALITIES PVT. LTD.
2322939,840247,ADEKA NATE B-199 ,ADEKA NATE B-199 18KG 3A1,"Shanghai Transea Chemicals Co., Ltd"
2322943,209074,BREVIOL D NXZ (EB),BREVIOL D NXZ (EB),MULTITECH CHEMICALS (M)
2322943,209074,"Blend of liquid hydrocarbons, modified fatty compounds, nonionic emulsifiers with a little silicone ",BREVIOL D NXZ (EB),MULTITECH CHEMICALS (M) SDN.BHD
2322943,238424,denka CSA 20,GEO Expan,MULTITECH CHEMICALS (M)
2322943,238424,Hexacalcium hexaoxotris[sulphato(2-)]dialuminate(12-) (NAM;BI),denka CSA 20,MULTITECH CHEMICALS (M) SDN.BHD
2323716,268666,TENSARYL SDBS60 ,TENSARYL SDBS 60,"THAI SANGUANWAT CHEMICALS CO.,LTD."
2323815,201357,BORRESPERSE CA 45,BORRESPERSE CA 45,BORREGAARD S.E.A. PTE LT
2323815,201357,"Lignosulfonic acid, calcium salt ",BORRESPERSE CA 45,BORREGAARD S.E.A. PTE LTD
2323877,343774,Calcium Oxide - Expan G,Calcium Oxide - Expan G,WWRC SINGAPORE PTE. LTD.
2323877,343774,Calcium oxide ,Calcium Oxide - Expan G,WWRC SINGAPORE PTE. LTD.
2324090,209074,"Blend of liquid hydrocarbons, modified fatty compounds, nonionic emulsifiers with a little silicone ",BREVIOL D NXZ (EB),IMCD MALAYSIA SDN BHD
2324090,209074,BREVIOL D NXZ (EB),BREVIOL D NXZ (EB),IMCD MY SDN BHD
2324094,191990,"Syrups, hydrolyzed starch ",glucose 76%,JAYA GLUCOSE (M) SDN BHD
2324094,191990,glucose 76%,glucose 76%,JAYA GLUCOSE (M) SDN BHD
2324094,258648,Caramel (color) (NAM;BI),CARAMEL COLOUR,JAYA GLUCOSE (M) SDN BHD
2324094,258648,CARAMEL COLOUR,CARAMEL COLOUR,JAYA GLUCOSE (M) SDN BHD
2324100,191990,glucose 76%,glucose 76%,SAN SOON SENG FOOD INDUS
2324100,191990,glucose 76%,glucose 76%,SAN SOON SENG FOOD INDUS
2324100,191990,"Syrups, hydrolyzed starch ",glucose 76%,SAN SOON SENG FOOD INDUSTRIES SDN B
2324100,258648,CARAMEL COLOUR,CARAMEL COLOUR,SAN SOON SENG FOOD INDUS
2324100,258648,Caramel (color) (NAM;BI),CARAMEL COLOUR,SAN SOON SENG FOOD INDUSTRIES SDN B
2324147,24096,Calcium dihydroxide ,LIME,HEXADAYA SDN BHD
2324147,24096,LIME,LIME,HEXADAYA SDN BHD
2324147,250285,WHITE CEMENT ,WHITE CEMENT,HEXADAYA SDN BHD
2324147,250285,WHITE CEMENT,WHITE CEMENT,HEXADAYA SDN BHD
2324154,267980,HEUCODUR GELB 6R,HEUCODUR GELB 6R,ALLIANCE RESIN (M) SDN B
2324154,267980,C.I. Pigment Brown 24 ,HEUCODUR GELB 6R,ALLIANCE RESIN (M) SDN BHD
2324155,45992,Lithium carbonate ,LITHIUM CARBONATE TECH,C. S. CHEMICALS (M) SDN BHD
2324196,24097,Sucrose ,REFINED CRYSTAL SUGAR,KIM MONG SDN BHD
2324196,24097,REFINED CRYSTAL SUGAR,REFINED CRYSTAL SUGAR,KIM MONG SDN BHD
2324213,139892,Silica sand 0.15-0.4mm (40/100),Silica sand 0.15-0.4mm (40/100),KIM YUAN AMANG FACTORY S
2324213,139892,Quartz (SiO2) (NAM;BI),Silica sand 0.15-0.4mm (40/100),KIM YUAN AMANG FACTORY SDN BHD
2324213,259028,SILICA SAND 50/100 MESH 1000KG 13H2,SILICA SAND 50/100 MESH 1000KG 13H2,KIM YUAN AMANG FACTORY S
2324213,259028,SILICA SAND (>63micron) (NAM;BI),SILICA SAND 50/100 MESH 1000KG 13H2,KIM YUAN AMANG FACTORY SDN BHD
2324213,259028,sand 2.36-1.2 mm,sand 2.36-1.2 mm,KIM YUAN AMANG FACTORY S
2324213,259028,SILICA SAND (>63micron) (NAM;BI),sand 2.36-1.2 mm,KIM YUAN AMANG FACTORY SDN BHD
2324213,259028,sand 1.2 -0.6 mm,sand 1.2 -0.6 mm,KIM YUAN AMANG FACTORY S
2324213,259028,SILICA SAND (>63micron) (NAM;BI),sand 1.2 -0.6 mm,KIM YUAN AMANG FACTORY SDN BHD
2324213,259028,sand 0.6 - 0.3 mm,sand 0.6 - 0.3 mm,KIM YUAN AMANG FACTORY S
2324213,259028,SILICA SAND (>63micron) (NAM;BI),sand 0.6 - 0.3 mm,KIM YUAN AMANG FACTORY SDN BHD
2324213,259028,SILICA SAND 0.15 MM,SILICA SAND 0.15 MM,KIM YUAN AMANG FACTORY S
2324213,259028,SILICA SAND (>63micron) (NAM;BI),SILICA SAND 0.15 MM,KIM YUAN AMANG FACTORY SDN BHD
2324213,259028,SILICA SAND (>63micron) (NAM;BI),SILICATE AGGREGATE 3 - 6MM,KIM YUAN AMANG FACTORY SDN BHD
2324213,259028,SILICATE AGGREGATES 2.3-3.3MM,SILICATE AGGREGATES 2.3-3.3MM,KIM YUAN AMANG FACTORY S
2324213,259028,SILICA SAND (>63micron) (NAM;BI),SILICATE AGGREGATES 2.3-3.3MM,KIM YUAN AMANG FACTORY SDN BHD
2324217,252049,LAURIC ACID 99%,LAURIC ACID 99%,PACIFIC OLEOCHEMICALS SD
2324217,252049,Lauric acid ,LAURIC ACID 99%,PACIFIC OLEOCHEMICALS SDN BHD
2324319,565611,Semi-densified Microsilica GSM-85 SD ,Semi-densified Microsilica GSM-85 SD,GANSU SANYUAN SILICON MATERIALS
2324330,53427,Triethylene Tetramine ,TRIETHYLENE TETRAMINE (TETA),KC CHEMICALS (M) SDN BHD
2324330,53427,TRIETHYLENE TETRAMINE (TETA),TRIETHYLENE TETRAMINE (TETA),KC CHEMICALS (M) SDN BHD
2324330,79641,Jeffcat DPA ,JEFFCAT DPA 186KG 1A1,KC CHEMICALS (M) SDN BHD
2324330,79641,JEFFCAT DPA 186KG 1A1,JEFFCAT DPA 186KG 1A1,KC CHEMICALS (M) SDN BHD
2324330,106064,"Poly[oxy(methyl-1,2-ethanediyl)], #-(2-aminomethylethyl)-.omega.-(2-aminomethylethoxy)- (NAM;BI)",TECH JEFFAMINE D-230,KC CHEMICALS (M) SDN BHD
2324330,106064,TECH JEFFAMINE D-230,TECH JEFFAMINE D-230,KC CHEMICALS (M) SDN BHD
2324330,155041,Chromium (III) oxide (NAM;BI),CHROME OXIDE GRN 25KG BAG,KC CHEMICALS (M) SDN BHD
2324330,155041,CHROME OXIDE GRN 25KG BAG,CHROME OXIDE GRN 25KG BAG,KC CHEMICALS (M) SDN BHD
2324330,267861,TERIC N30L ,TERIC N30L,KC CHEMICALS (M) SDN BHD
2324330,267861,TERIC N30L,TERIC N30L,KC CHEMICALS (M) SDN BHD
2324330,269279,"2,2'-Dimorpholinyldiethyl ether ",JEFFCAT DMDEE,KC CHEMICALS (M) SDN BHD
2324330,269279,JEFFCAT DMDEE,JEFFCAT DMDEE,KC CHEMICALS (M) SDN BHD
2324336,53416,"1,4-butanediol diglycidyl ether ",LAPOX K 77,ATUL LIMITED
2324336,53416,LAPOX K 77,LAPOX K 77,ATUL LIMITED
2324336,58886,"4,4'-Isopropylidendiphenol, oligomeric reaction products with 1-chloro-2,3-epoxypropane ",LAPOX B 11,ATUL LIMITED
2324336,58886,LAPOX B 11,LAPOX B 11,ATUL LIMITED
2324336,274623,"Oxirane, mono[(C12-14-alkyloxy)methyl] derivs. (NAM;BI)",EPOXY DILUENT XR 80,ATUL LIMITED
2324336,274623,EPOXY DILUENT XR 80,EPOXY DILUENT XR 80,ATUL LIMITED
2324336,638063,Lapox XR 40 ,Lapox XR 40,ATUL LIMITED
2324336,874176,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-(2-aminomethylethyl)- .omega.-(2-aminomethylethoxy)- (NAM;BI)",LAPOX AH 315 195KG 1A1,ATUL LIMITED
2324350,272656,Sodium Silicate Liquid ,Na Silicate,BOMBAY SILICATE WORKS
2324350,272656,Na Silicate,Na Silicate,BOMBAY SILICATE WORKS
2324357,90204,SODIUM THIOSULPHATE 99%,SODIUM THIOSULPHATE 99%,DUNGRA CHEMICALS PVT. LT
2324357,90204,Sodium thiosulfate ,SODIUM THIOSULPHATE 99%,DUNGRA CHEMICALS PVT. LTD.
2324359,53564,WALSONITE,WALSONITE,FAMOUS MINERALS AND CHEM
2324359,53564,"Silicic acid, calcium salt ",WALSONITE,FAMOUS MINERALS AND CHEMICALS PVT.
2324377,272535,INDOFIL 731,INDOFIL 731,NAVYUG CHEMICALS PVT. LT
2324377,272535,INDOFIL 731 ,INDOFIL 731,NAVYUG CHEMICALS PVT. LTD.
2324379,17327,"Silica, amorphous, fumed, cryst.-free ",WALKER HDK N20,NIKEON CORPORATION
2324379,17327,WALKER HDK N20,WALKER HDK N20,NIKEON CORPORATION
2324384,90194,Aluminium sulfate solid - H318 ,AL SULPHATE M1862C,POLYSOL INDUSTRIES
2324384,90194,AL SULPHATE M1862C,AL SULPHATE M1862C,POLYSOL INDUSTRIES
2324384,677887,Aluminium sulphate Liquid ,Alunimium Sulphate Solution,POLYSOL INDUSTRIES
2324399,17835,Sodium carbonate ,SODA ASH,SPARK ENTERPRISES
2324399,17835,SODA ASH,SODA ASH,SPARK ENTERPRISES
2324399,24096,Calcium dihydroxide ,HYDRATED LIME,SPARK ENTERPRISES
2324399,24096,HYDRATED LIME,HYDRATED LIME,SPARK ENTERPRISES
2324399,26435,Sodium hydroxide solution 45% - 60% ,CAUSTIC SODA 48%,SPARK ENTERPRISES
2324399,34147,"Ammonia, aqueous solution 20-30% ",AMMONIA 25 %,SPARK ENTERPRISES
2324399,34147,AMMONIA 25 %,AMMONIA 25 %,SPARK ENTERPRISES
2324399,897944,TRIETHYLENETETRAMINE ,TETA.,SPARK ENTERPRISES
2324402,272415,SYNPOL 220,SYNPOL 220,SYNPOL PRODUCTS PVT. LTD
2324402,272415,SYNPOL 220 ,SYNPOL 220,SYNPOL PRODUCTS PVT. LTD.
2324446,272469,KH-500 epoxy hardener ,KH 500,AWISHKAR ASSOCIATES
2324446,272469,KH 500,KH 500,AWISHKAR ASSOCIATES
2324455,268045,KIONITE FLOORHARDENER STANDARD,KIONITE FLOORHARDENER STANDARD,KALYAN INDUSTRIES
2324455,268045,Almandine (Al2Fe3(SiO4)3) (9CI) (NAM;BI),KIRONITE FLOOR HARENER SPECIAL,KALYAN INDUSTRIES
2324455,268045,KIRONITE FLOOR HARENER SPECIAL,KIRONITE FLOOR HARENER SPECIAL,KALYAN INDUSTRIES
2324463,140458,GLYCERINE ,GLYCERINE CP,KHONA DRUG AGENCIES
2324463,140458,GLYCERINE CP,GLYCERINE CP,KHONA DRUG AGENCIES
2324501,450077,Sodium thiocyanate - solid ,SODIUM THIOCYANATE,PARAS INTERMEDIATES PVT. LTD.
2324528,232698,ALUMINIUM POWDER CO 66,ALUMINIUM POWDER CO 66,THE METAL POWDER COMPANY
2324528,232698,Aluminium Powder - Coated ,ALUMINIUM POWDER CO 66,THE METAL POWDER COMPANY LIMITED
2324528,232698,ALUMINIUM POWDER FF03 20KG PAK.,ALUMINIUM POWDER FF03 20KG PAK.,THE METAL POWDER COMPANY
